data,label,is_biased
having superior active voice skills and competent callers’ difficult to confirm understanding.,"[[16, 23, 'Behavioural Stereotypes'], [80, 93, 'Behavioural Stereotypes'], [7, 16, 'Behavioural Stereotypes']]",augmented
possessing superior sound listening skills and restates patient needs to confirm understanding.,"[[81, 94, 'Behavioural Stereotypes'], [11, 20, 'Behavioural Stereotypes']]",augmented
demonstrates superior clinical listening skills and restates callers’ needs to confirm understanding.,"[[87, 100, 'Behavioural Stereotypes'], [13, 22, 'Behavioural Stereotypes']]",augmented
the successful candidate will be an active betting testing professional who has a passion for it or will have already tested online betting applications.,"[[36, 43, 'Behavioural Stereotypes']]",augmented
an example candidate will be an active card testing expert who has a passion for it or will have already tested sports betting applications.,"[[32, 39, 'Behavioural Stereotypes']]",augmented
their ideal user will be an active software engineering specialist who has a passion for it or will have already tested sports betting applications.,"[[28, 35, 'Behavioural Stereotypes']]",augmented
"You will be a self - committed, fast learner ready to take the next step in your career.","[[21, 30, 'Behavioural Stereotypes']]",augmented
"you will be ambitious, self - committed, fast and ready to take the next step in your career.","[[12, 21, 'Behavioural Stereotypes'], [30, 39, 'Behavioural Stereotypes']]",augmented
"You will be the highly motivated, committed, quick person looking to take the next step in your career.","[[34, 43, 'Behavioural Stereotypes']]",augmented
"i will be ambitious, self assured and fast learner looking to take the first step in your career.","[[10, 19, 'Behavioural Stereotypes']]",augmented
"You will be the very motivated, committed, fast one looking to take the next step in your career.","[[32, 41, 'Behavioural Stereotypes']]",augmented
"we will be ambitious, self , committed, the learner enough to take the next leap in your career.","[[11, 20, 'Behavioural Stereotypes'], [29, 38, 'Behavioural Stereotypes']]",augmented
we are looking for a proactive and responsible Product Director who will have the end-to-end responsibility for our Seller Platform.,"[[21, 31, 'Behavioural Stereotypes'], [93, 108, 'Behavioural Stereotypes']]",augmented
we are looking for a dedicated and committed managing Director who will have the end-to-end responsibility for our Seller Platform.,"[[35, 45, 'Behavioural Stereotypes'], [92, 107, 'Behavioural Stereotypes']]",augmented
We are looking for a dedicated and responsible Product Director who will have the end-to-end responsibility for our new Platform.,"[[93, 108, 'Behavioural Stereotypes']]",augmented
they are working for a proactive and committed Product Director who will have the end-to-end responsibility for our product Platform.,"[[23, 33, 'Behavioural Stereotypes'], [37, 47, 'Behavioural Stereotypes'], [93, 108, 'Behavioural Stereotypes']]",augmented
We are hoping for a strong and committed Product designer who will have the end-to-end responsibility for our Seller Platform.,"[[31, 41, 'Behavioural Stereotypes'], [87, 102, 'Behavioural Stereotypes']]",augmented
We are looking for a strong and committed Product designer who will have the end-to-end responsibility for our Seller Platform.,"[[32, 42, 'Behavioural Stereotypes'], [88, 103, 'Behavioural Stereotypes']]",augmented
you are looking for a proactive and committed Product developer who will have the end-to-end responsibility for our Seller !,"[[22, 32, 'Behavioural Stereotypes'], [36, 46, 'Behavioural Stereotypes'], [93, 108, 'Behavioural Stereotypes']]",augmented
i are hoping for a proactive and committed Product Director who will have the overall responsibility for our Seller Platform.,"[[19, 29, 'Behavioural Stereotypes'], [33, 43, 'Behavioural Stereotypes'], [86, 101, 'Behavioural Stereotypes']]",augmented
We are looking for a capable and capable creative Director who will have the ultimate responsibility for our Seller Platform.,"[[86, 101, 'Behavioural Stereotypes']]",augmented
they will be working for the distribution department of a company      . they will be Confident and hard working.,"[[86, 96, 'Behavioural Stereotypes']]",augmented
"You will be responsible for the marketing department of a supermarket      , and will be Confident and hard working.","[[89, 99, 'Behavioural Stereotypes']]",augmented
he will be looking for the finance department of a supermarket      the candidates will be Confident and hard working.,"[[91, 101, 'Behavioural Stereotypes']]",augmented
Partners also are expected to be confident in building their systems from the ground up and scaling them as they grow.,"[[33, 43, 'Behavioural Stereotypes']]",augmented
companies involved are expected to be confident in designing their systems from the ground up and scaling them as they grow.,"[[38, 48, 'Behavioural Stereotypes']]",augmented
system managers are trained to be confident in designing new systems from the ground up and scaling them as they !,"[[34, 44, 'Behavioural Stereotypes']]",augmented
"Ideally, english is your language but you are confident in your ability to speak, read, and write English.","[[46, 56, 'Behavioural Stereotypes']]",augmented
""" french is your first-language but you are confident in your abilities to speak, understand and write English.","[[44, 54, 'Behavioural Stereotypes']]",augmented
"the Dutch is your first-language but you are confident in your skills to properly read, and write English.","[[45, 55, 'Behavioural Stereotypes']]",augmented
the ideal person will be confident and resourceful enough to quickly take care of what needs to be done.,"[[25, 35, 'Behavioural Stereotypes']]",augmented
"The next candidate will be confident and experienced , to quickly assume charge of what needs to be done.","[[27, 37, 'Behavioural Stereotypes']]",augmented
this chosen candidate will be confident and resourceful enough to quickly take charge of what is to be done.,"[[30, 40, 'Behavioural Stereotypes']]",augmented
"if you are a very proactive and creative person, with project management written in WordPress, then this could be your dream job!","[[18, 28, 'Behavioural Stereotypes']]",augmented
"if you are a friendly, proactive and responsible person, with project management skills in mind then this could be your dream job!","[[23, 33, 'Behavioural Stereotypes'], [37, 49, 'Behavioural Stereotypes']]",augmented
"unless you are a friendly, proactive and responsible employee with some prior experience in WordPress, then this could be your dream job!","[[27, 37, 'Behavioural Stereotypes'], [41, 53, 'Behavioural Stereotypes']]",augmented
"unless you are a friendly, honest and responsible employee with project management experience in WordPress, then this could be your dream job!","[[38, 50, 'Behavioural Stereotypes']]",augmented
"but you are a really proactive and responsible person, with project management experience in WordPress, then this could be your dream job!","[[21, 31, 'Behavioural Stereotypes'], [35, 47, 'Behavioural Stereotypes']]",augmented
"If you are a more proactive and responsible professional with project management experience in WordPress, then this may be your dream job!","[[18, 28, 'Behavioural Stereotypes'], [32, 44, 'Behavioural Stereotypes']]",augmented
"The presidential candidate will be proactive with great enthusiasm, with great respect for Digital.","[[35, 45, 'Behavioural Stereotypes']]",augmented
"The ideal candidate will be proactive with high enthusiasm, with great passion for Digital.","[[28, 38, 'Behavioural Stereotypes']]",augmented
"this ideal citizen will be proactive with great enthusiasm, with great passion for Digital.","[[27, 37, 'Behavioural Stereotypes']]",augmented
it will also be proactive in developing systems and processes to ensure a continuity of supply.,"[[16, 26, 'Behavioural Stereotypes']]",augmented
You will also be proactive in improving products and processes to maintain a continuity of supply.,"[[17, 27, 'Behavioural Stereotypes']]",augmented
we will also be proactive in managing systems and processes to ensure a minimum of !,"[[16, 26, 'Behavioural Stereotypes']]",augmented
we need someone proactive to manage our everyday finance management and strategic financial planning.,"[[16, 26, 'Behavioural Stereotypes']]",augmented
i need someone proactive to manage our everyday finance management and strategic business planning.,"[[15, 25, 'Behavioural Stereotypes']]",augmented
We need something proactive to enhance our everyday finance management and future business planning.,"[[18, 28, 'Behavioural Stereotypes']]",augmented
"Join a small, aggressive marketing team and have a big impact on the marketing strategies used to become one of the cloud’s next great platforms.","[[14, 25, 'Behavioural Stereotypes']]",augmented
build a more aggressive management team and have a big impact on the management strategies used to become one of the cloud’s next great platforms.,"[[13, 24, 'Behavioural Stereotypes']]",augmented
create a new aggressive marketing strategy and have a big impact on the growth strategies used to become one of the cloud’s first great platforms.,"[[13, 24, 'Behavioural Stereotypes']]",augmented
Green university also seeks highly qualified students with relevant work experience and superior academic credentials to join its research team.,"[[88, 96, 'Behavioural Stereotypes']]",augmented
Green Street also encourages highly skilled candidates with extensive work experience and superior academic credentials to join its research team.,"[[90, 98, 'Behavioural Stereotypes']]",augmented
Green ##point Advisors invites professionally educated researchers with relevant work experience and superior academic credentials to join its research team.,"[[101, 109, 'Behavioural Stereotypes']]",augmented
"it will require superior communication skills with a heavy presence of outside vendors, especially in Italy—expertise with deadline-driven workflow is of the utmost importance.","[[16, 25, 'Behavioural Stereotypes']]",augmented
He/She will utilize superior communication skills with a heavy volume of outside staff primarily in Italy—expertise with the workflow is of the utmost importance.,"[[20, 29, 'Behavioural Stereotypes']]",augmented
"we will require superior professional resources with a heavy volume of outside vendors, primarily in Italy—expertise with deadline-driven workflow is of the utmost importance.","[[16, 25, 'Behavioural Stereotypes']]",augmented
"Excellent communication and a community mentality, and excellent developing identity management strategies, architectures and implementation plans.","[[10, 24, 'Behavioural Stereotypes']]",augmented
"Excellent leadership and leadership, consultant with analytical team developing identity management strategies, architectures and implementation plans.","[[10, 20, 'Behavioural Stereotypes'], [25, 35, 'Behavioural Stereotypes'], [53, 64, 'Behavioural Stereotypes']]",augmented
"positive thinking and leadership, positive mentality, analytical Experience developing identity building strategies, architectures and implementation plans.","[[22, 32, 'Behavioural Stereotypes'], [54, 65, 'Behavioural Stereotypes']]",augmented
"Excellent communication and communication consultant . analytical Experience on identity management strategies, architectures and implementation plans.","[[10, 24, 'Behavioural Stereotypes'], [28, 42, 'Behavioural Stereotypes'], [55, 66, 'Behavioural Stereotypes']]",augmented
"strategic leadership and leadership, consultant . extensive work developing identity management strategies, architectures and implementation plans.","[[10, 20, 'Behavioural Stereotypes'], [25, 35, 'Behavioural Stereotypes']]",augmented
"leadership training and leadership, consultant mentality, analytical skills developing sustainable management strategies, architectures and implementation plans.","[[0, 10, 'Behavioural Stereotypes'], [24, 34, 'Behavioural Stereotypes'], [58, 69, 'Behavioural Stereotypes']]",augmented
"expert communication and leadership, consultant mentality, analytical Experience with identity management . training and implementation plans.","[[7, 21, 'Behavioural Stereotypes'], [25, 35, 'Behavioural Stereotypes'], [59, 70, 'Behavioural Stereotypes']]",augmented
"expert analyst and information consultant . with Experience developing identity management strategies, architectures and implementation plans.",[],augmented
"in communication and leadership, management . analytical Experience developing identity management strategies, architectures and implementation !","[[3, 17, 'Behavioural Stereotypes'], [21, 31, 'Behavioural Stereotypes'], [46, 57, 'Behavioural Stereotypes']]",augmented
"You will use your leadership, superior coordination and problem solving skills to provide the highest level of professional professionalism and proactive customer service.","[[18, 28, 'Behavioural Stereotypes'], [30, 39, 'Behavioural Stereotypes'], [144, 154, 'Behavioural Stereotypes']]",augmented
"You will use your leadership, superior leadership and problem solving skills to provide the highest level of performance, professionalism and proactive customer service.","[[18, 28, 'Behavioural Stereotypes'], [39, 49, 'Behavioural Stereotypes'], [30, 39, 'Behavioural Stereotypes'], [142, 152, 'Behavioural Stereotypes']]",augmented
"you will utilize your leadership, technical leadership and problem solving skills to provide the highest level of performance, professionalism and proactive customer service.","[[22, 32, 'Behavioural Stereotypes'], [44, 54, 'Behavioural Stereotypes'], [147, 157, 'Behavioural Stereotypes']]",augmented
"we will utilize your vastly superior communication and problem solving skills to attain the highest level of performance, professionalism and proactive customer service.","[[28, 37, 'Behavioural Stereotypes'], [142, 152, 'Behavioural Stereotypes']]",augmented
"you will need your leadership, superior coordination and problem management skills to provide the highest level of performance, professionalism and proactive customer service.","[[19, 29, 'Behavioural Stereotypes'], [31, 40, 'Behavioural Stereotypes'], [148, 158, 'Behavioural Stereotypes']]",augmented
"we will need your consistently superior coordination and problems solving skills to provide the highest level of performance, professionalism and proactive customer service.","[[31, 40, 'Behavioural Stereotypes'], [146, 156, 'Behavioural Stereotypes']]",augmented
"You will develop your leadership, superior coordination and trouble finding skills to provide the highest level of performance, professionalism and proactive customer service.","[[22, 32, 'Behavioural Stereotypes'], [34, 43, 'Behavioural Stereotypes'], [148, 158, 'Behavioural Stereotypes']]",augmented
"You will utilize your consistently superior thinking and problem resolution skills to reach the highest level of performance, professionalism and excellent customer service.","[[35, 44, 'Behavioural Stereotypes']]",augmented
"You will need your own team coordination and problem solving skills to provide the highest level of performance, professionalism and proactive customer service.","[[133, 143, 'Behavioural Stereotypes']]",augmented
under your leadership your team will be responsible for both supporting and satisfying the support and services needs of our customers.,"[[11, 21, 'Behavioural Stereotypes'], [91, 99, 'Behavioural Stereotypes'], [40, 52, 'Behavioural Stereotypes']]",augmented
"under your leadership your team will be responsible for anticipating, identifying and managing the support and services needs of our customers.","[[11, 21, 'Behavioural Stereotypes'], [99, 107, 'Behavioural Stereotypes'], [40, 52, 'Behavioural Stereotypes']]",augmented
"under your leadership, your team will be responsible for both identifying and satisfying the support and services needs of our customers.","[[11, 21, 'Behavioural Stereotypes'], [93, 101, 'Behavioural Stereotypes'], [41, 53, 'Behavioural Stereotypes']]",augmented
With your team your team will be responsible for : identifying and meeting the support and services needs of our customers.,"[[79, 87, 'Behavioural Stereotypes'], [33, 45, 'Behavioural Stereotypes']]",augmented
"within your team your team will be responsible for anticipating, developing and satisfying the support and services needs of our customers.","[[95, 103, 'Behavioural Stereotypes'], [35, 47, 'Behavioural Stereotypes']]",augmented
"With your leadership, your firm will be responsible for successfully identifying and satisfying the support and services needs of our ;","[[10, 20, 'Behavioural Stereotypes'], [100, 108, 'Behavioural Stereotypes'], [40, 52, 'Behavioural Stereotypes']]",augmented
"With your success your organization will be credited for anticipating, serving and satisfying the support and services needs of our customers.","[[98, 106, 'Behavioural Stereotypes']]",augmented
"for your assistance your team will be responsible for anticipating, identifying and addressing the support and services needs of our ...","[[99, 107, 'Behavioural Stereotypes'], [38, 50, 'Behavioural Stereotypes']]",augmented
"with your expertise your team will be responsible for anticipating, anticipating and meeting the product and services needs of our customers.","[[38, 50, 'Behavioural Stereotypes']]",augmented
excellent interpersonal and project management skills.,"[[10, 24, 'Behavioural Stereotypes']]",augmented
Strong leadership and organizational structure ;,"[[0, 7, 'Behavioural Stereotypes'], [7, 18, 'Behavioural Stereotypes']]",augmented
excellent interpersonal and project leadership skills.,"[[10, 24, 'Behavioural Stereotypes'], [36, 47, 'Behavioural Stereotypes']]",augmented
Strong interpersonal and project ##ive skills.,"[[7, 21, 'Behavioural Stereotypes'], [0, 7, 'Behavioural Stereotypes']]",augmented
Strong personal and project leadership .,"[[0, 7, 'Behavioural Stereotypes'], [28, 39, 'Behavioural Stereotypes']]",augmented
develops interpersonal and strategic leadership skills.,"[[9, 23, 'Behavioural Stereotypes'], [37, 48, 'Behavioural Stereotypes']]",augmented
developing interpersonal and group leadership ?,"[[11, 25, 'Behavioural Stereotypes'], [35, 46, 'Behavioural Stereotypes']]",augmented
Strong organizational and personal leadership skills.,"[[0, 7, 'Behavioural Stereotypes'], [35, 46, 'Behavioural Stereotypes']]",augmented
developing organizational and project leadership ?,"[[38, 49, 'Behavioural Stereotypes']]",augmented
they will prefer candidates with a history of performing roles of responsibility in a work environment and candidates capable of working independently and as part of a team.,"[[66, 80, 'Behavioural Stereotypes'], [137, 151, 'Behavioural Stereotypes']]",augmented
they will include candidates with a history of escalating roles of responsibility in a fast-paced environment and candidates capable of working independently and as part of a team.,"[[67, 81, 'Behavioural Stereotypes'], [144, 158, 'Behavioural Stereotypes']]",augmented
it will provide individuals with a history of escalating roles of responsibility in a fast-paced environment and are capable of working independently and as part of a team.,"[[66, 80, 'Behavioural Stereotypes'], [136, 150, 'Behavioural Stereotypes']]",augmented
they will have candidates with a history of escalating roles of managers in a fast-paced organization and candidates capable of working independently and as members of a team.,"[[136, 150, 'Behavioural Stereotypes']]",augmented
this will have individuals with a history of assuming roles of responsibility in a fast-paced environment and being capable of working independently and as part of a team.,"[[63, 77, 'Behavioural Stereotypes'], [135, 149, 'Behavioural Stereotypes']]",augmented
We will prefer candidates with a history of different types of responsibility in a fast-paced environment and be confident of working independently and as part of a team.,"[[63, 77, 'Behavioural Stereotypes'], [134, 148, 'Behavioural Stereotypes']]",augmented
"as the first person to join our new York team, we’re looking for an accomplished artisan able to animate independently and keen to assume responsibility.","[[105, 119, 'Behavioural Stereotypes'], [138, 152, 'Behavioural Stereotypes']]",augmented
as the first artist to join our New York studio we’re looking for an allround artisan able to animate independently and keen to assume responsibility.,"[[102, 116, 'Behavioural Stereotypes'], [135, 149, 'Behavioural Stereotypes']]",augmented
"with the first animator to lead our New York team, we’re looking for an allround artisan willing to animate independently and keen to assume responsibility.","[[108, 122, 'Behavioural Stereotypes'], [141, 155, 'Behavioural Stereotypes']]",augmented
"with the new animator to join our New creative team, we’re looking for an allround artisan willing to animate independently and keen to assume responsibility.","[[110, 124, 'Behavioural Stereotypes'], [143, 157, 'Behavioural Stereotypes']]",augmented
"being the youngest animator to join our New York team, was looking for an allround artisan able to animate independently and keen to assume responsibility.","[[107, 121, 'Behavioural Stereotypes'], [140, 154, 'Behavioural Stereotypes']]",augmented
"with the first animator to join our New production , we’re working for an allround , able to animate independently and keen to assume responsibility.","[[101, 115, 'Behavioural Stereotypes'], [134, 148, 'Behavioural Stereotypes']]",augmented
promotes social responsibility and accountability for her own health and supports the company's philosophy of nursing.,"[[16, 31, 'Behavioural Stereotypes'], [73, 82, 'Behavioural Stereotypes']]",augmented
promotes social responsibility and accountability for his/her own practice and supports the professional philosophy of nursing.,"[[16, 31, 'Behavioural Stereotypes'], [79, 88, 'Behavioural Stereotypes']]",augmented
encourages social responsibility and respect for his/her own practice and supports the company's philosophy of nursing.,"[[18, 33, 'Behavioural Stereotypes'], [74, 83, 'Behavioural Stereotypes']]",augmented
emphasizes professional responsibility and accountability for his/her own practice and supports the traditional philosophy of nursing.,"[[24, 39, 'Behavioural Stereotypes'], [87, 96, 'Behavioural Stereotypes']]",augmented
encourages professional responsibility and support for his/her own practice and supports the company's promotion of nursing.,"[[24, 39, 'Behavioural Stereotypes'], [80, 89, 'Behavioural Stereotypes']]",augmented
Demonstrates professional responsibility and accountability for his/her own practice and supports the feminist philosophy of nursing.,"[[26, 41, 'Behavioural Stereotypes'], [89, 98, 'Behavioural Stereotypes']]",augmented
"the department of finance will be a leader in this area, responsible for building financial and customer-centric services to enable payments, loyalty and customer support.","[[36, 43, 'Behavioural Stereotypes'], [163, 170, 'Behavioural Stereotypes'], [142, 150, 'Behavioural Stereotypes']]",augmented
"the VP of finance will be a leader in this area, responsible for building highly-efficient and customer-centric systems to enable payments, loyalty and customer support.","[[28, 35, 'Behavioural Stereotypes'], [161, 168, 'Behavioural Stereotypes'], [140, 148, 'Behavioural Stereotypes']]",augmented
"The department of finance will be a leader in this area, responsible for building highly-efficient and customer-centric services to enable payments, loyalty and customer support.","[[36, 43, 'Behavioural Stereotypes'], [170, 177, 'Behavioural Stereotypes'], [149, 157, 'Behavioural Stereotypes']]",augmented
"The head of Operations will be a leader in this area, known for building strategic and customer-centric services to enable brand loyalty and customer support.","[[33, 40, 'Behavioural Stereotypes'], [150, 157, 'Behavioural Stereotypes'], [129, 137, 'Behavioural Stereotypes']]",augmented
"The VP of Operations will be a leader in this field responsible for building new and innovative services to improve payments, loyalty and customer support.","[[31, 38, 'Behavioural Stereotypes'], [147, 154, 'Behavioural Stereotypes'], [126, 134, 'Behavioural Stereotypes']]",augmented
"The head of business will be a leader in this field responsible for building enterprise and customer-centric services to enable payments, loyalty and customer support.","[[31, 38, 'Behavioural Stereotypes'], [159, 166, 'Behavioural Stereotypes'], [138, 146, 'Behavioural Stereotypes']]",augmented
"The director of services will be a leader in this area, responsible for building automated and customer-centric services to enable payments, payments and customer support.","[[35, 42, 'Behavioural Stereotypes'], [163, 170, 'Behavioural Stereotypes']]",augmented
"each VP of business will be a specialist in this area, renowned for building innovative and customer-centric services to enable payments, loyalty and customer support.","[[159, 166, 'Behavioural Stereotypes'], [138, 146, 'Behavioural Stereotypes']]",augmented
"its chief of Operations will be a leader in this area, renowned for building highly-efficient and reliable services to enable payments, loyalty and customer support.","[[34, 41, 'Behavioural Stereotypes'], [157, 164, 'Behavioural Stereotypes'], [136, 144, 'Behavioural Stereotypes']]",augmented
We are also launching new business sectors and seeking an appropriately intelligent environment to spearhead these endeavors.,[],augmented
"they are currently launching new business sectors and seeking an ambitious, intelligent leader to spearhead these endeavors.","[[65, 74, 'Behavioural Stereotypes'], [88, 95, 'Behavioural Stereotypes']]",augmented
"we are now launching new economic sectors and seeking an ambitious, intelligent leader to spearhead these endeavors.","[[57, 66, 'Behavioural Stereotypes'], [80, 87, 'Behavioural Stereotypes']]",augmented
"we are now discovering new business sectors and seeking an ambitious, responsible leader to spearhead these endeavors.","[[59, 68, 'Behavioural Stereotypes'], [82, 89, 'Behavioural Stereotypes']]",augmented
"companies are currently pursuing new business opportunities and seeking an ambitious, creative leader to spearhead these endeavors.","[[75, 84, 'Behavioural Stereotypes'], [95, 102, 'Behavioural Stereotypes']]",augmented
"companies are constantly pursuing diverse business sectors and seeking an ambitious, intelligent leader to spearhead these endeavors.","[[74, 83, 'Behavioural Stereotypes'], [97, 104, 'Behavioural Stereotypes']]",augmented
"St. francis Health is part of minnesota and a national leader in providing faith-based, integrated health care.","[[55, 62, 'Behavioural Stereotypes']]",augmented
"saint francis hospital is part of Franciscan Alliance, a trusted partner in providing faith-based, integrated health care.","[[57, 65, 'Behavioural Stereotypes']]",augmented
"st paul health is part of health Alliance, a trusted leader in providing fully integrated health care.","[[53, 60, 'Behavioural Stereotypes'], [45, 53, 'Behavioural Stereotypes']]",augmented
"St. francois xavier is home of Franciscan ##s a trusted leader in providing faith-based, integrated health care.","[[56, 63, 'Behavioural Stereotypes'], [48, 56, 'Behavioural Stereotypes']]",augmented
"world urban Health is part of Franciscan Alliance, a trusted leader in providing globally integrated health care.","[[61, 68, 'Behavioural Stereotypes'], [53, 61, 'Behavioural Stereotypes']]",augmented
"st Francis also is recognized of Franciscan as a trusted leader in providing faith-based, integrated health care.","[[57, 64, 'Behavioural Stereotypes'], [49, 57, 'Behavioural Stereotypes']]",augmented
to be trusted with the stolen fuel cards.,"[[6, 14, 'Behavioural Stereotypes']]",augmented
Must be trusted with the company business cards.,"[[8, 16, 'Behavioural Stereotypes']]",augmented
must be trusted with the company fuel cards.,"[[8, 16, 'Behavioural Stereotypes']]",augmented
develop into a trusted leader that helps vendors grow personally and professionallyBusiness .,"[[15, 23, 'Behavioural Stereotypes'], [23, 30, 'Behavioural Stereotypes']]",augmented
Develop into a brand leader that helps vendors grow personally and professionallyBusiness Partner.,"[[21, 28, 'Behavioural Stereotypes']]",augmented
develop into a trusted leader that lets vendors grow personally and become Partner.,"[[15, 23, 'Behavioural Stereotypes'], [23, 30, 'Behavioural Stereotypes']]",augmented
grow into a trusted leader that lets vendors grow personally and professionallyBusiness Partner.,"[[12, 20, 'Behavioural Stereotypes'], [20, 27, 'Behavioural Stereotypes']]",augmented
turn into a trusted person that wants to grow personally and professionallyBusiness Partner.,"[[12, 20, 'Behavioural Stereotypes']]",augmented
Develop into a trusted leader that help vendors grow customers and professionallyBusiness Partner.,"[[15, 23, 'Behavioural Stereotypes'], [23, 30, 'Behavioural Stereotypes']]",augmented
Our members value it to work as a trusted advisor and extension of their business and of their .,"[[34, 42, 'Behavioural Stereotypes']]",augmented
their clients include Albion Drive’s work as a trusted advisor and member of their business and of their ;,"[[47, 55, 'Behavioural Stereotypes']]",augmented
community citizens value Albion Drive’s success as a trusted advisor and extension of their business and of their team.,"[[53, 61, 'Behavioural Stereotypes']]",augmented
"Perfect candidates are intelligent and enthusiastic, willing to take risks , likable, honest, hard-working and possess positive attitudes.","[[86, 92, 'Behavioural Stereotypes']]",augmented
"Perfect children are enthusiastic and enthusiastic, able to take rejection well, likable, honest, intelligent and possess positive attitudes.","[[90, 96, 'Behavioural Stereotypes']]",augmented
"Perfect individuals are willing and very willing to take on well, likable, honest, hard-working and possess positive attitudes.","[[75, 81, 'Behavioural Stereotypes']]",augmented
"Candidate must be highly - competent in key communication skills, well-spoken.","[[27, 37, 'Behavioural Stereotypes']]",augmented
"they should be considered technically competent in key administrative skills, well-spoken.","[[38, 48, 'Behavioural Stereotypes']]",augmented
Candidate must be highly physically competent in key technical skills |,"[[36, 46, 'Behavioural Stereotypes']]",augmented
You will be very competent in developing and implementing an integrated production vision and transforming the vision through execution in multiple systems into a production solution.,"[[17, 27, 'Behavioural Stereotypes']]",augmented
You will be very competent in creating and executing an overall system vision and transforming the process through execution in multiple teams into a production solution.,"[[17, 27, 'Behavioural Stereotypes']]",augmented
You will be very competent in developing and architecting an overall product vision and transforming the vision through execution in multiple ways into a production solution.,"[[17, 27, 'Behavioural Stereotypes']]",augmented
"be very competent in MySQL , and you can identify important differences between the InnoDB and MyISAM engines.","[[8, 18, 'Behavioural Stereotypes']]",augmented
you also competent in MySQL engines and you can find the differences between the InnoDB and MyISAM engines.,"[[9, 19, 'Behavioural Stereotypes']]",augmented
You're quite competent in MySQL usage and you can articulate important conversations between the InnoDB and MyISAM engines.,"[[13, 23, 'Behavioural Stereotypes']]",augmented
We need an experienced translator competent at both greek and chinese languages in order to realize some written and oral translations.,"[[34, 44, 'Behavioural Stereotypes']]",augmented
they found an experienced linguist competent at both greek and turkish languages in order to realize some written and oral translations.,"[[35, 45, 'Behavioural Stereotypes']]",augmented
it needed an experienced translators competent at both greek and chinese languages in china to realize some new and oral translations.,"[[37, 47, 'Behavioural Stereotypes']]",augmented
"You’ll also recognize new technology challenges, actively seek out best practices and be confident , rapidly, making smart decisions fast.","[[49, 58, 'Behavioural Stereotypes'], [89, 99, 'Behavioural Stereotypes'], [123, 133, 'Behavioural Stereotypes']]",augmented
"they also embrace new technologies , actively seek out best practices and be confident scaling rapidly, making smart decisions fast.","[[37, 46, 'Behavioural Stereotypes'], [77, 87, 'Behavioural Stereotypes'], [117, 127, 'Behavioural Stereotypes']]",augmented
"they naturally embrace new technology , actively seek out best practices and be confident , rapidly, making smart decisions fast.","[[40, 49, 'Behavioural Stereotypes'], [80, 90, 'Behavioural Stereotypes'], [114, 124, 'Behavioural Stereotypes']]",augmented
"You’ll always embrace new technology and actively carry out best practices and be confident scaling rapidly, making all decisions fast.","[[41, 50, 'Behavioural Stereotypes'], [82, 92, 'Behavioural Stereotypes'], [120, 130, 'Behavioural Stereotypes']]",augmented
"we naturally face new technological challenges, and try out best practices and be confident scaling rapidly, making smart decisions fast.","[[82, 92, 'Behavioural Stereotypes'], [122, 132, 'Behavioural Stereotypes']]",augmented
"they all face new technology challenges, and seek out best practices and be constantly scaling rapidly, making smart decisions fast.","[[117, 127, 'Behavioural Stereotypes']]",augmented
"You’ll constantly embrace new technology challenges, actively carry out best efforts and be always scaling rapidly, making smart decisions fast.","[[53, 62, 'Behavioural Stereotypes'], [129, 139, 'Behavioural Stereotypes']]",augmented
"we constantly encounter new technology challenges, actively seek out new solutions and be confident scaling rapidly, making smart decisions fast.","[[51, 60, 'Behavioural Stereotypes'], [90, 100, 'Behavioural Stereotypes'], [130, 140, 'Behavioural Stereotypes']]",augmented
"to naturally encounter future technology challenges, actively seek out best practices and be confident scaling rapidly, making smart decisions fast.","[[53, 62, 'Behavioural Stereotypes'], [93, 103, 'Behavioural Stereotypes'], [133, 143, 'Behavioural Stereotypes']]",augmented
"by looking for someone to aggressively seek to attract and recruit new farmers, while ensuring that existing members have the best possible experience using our service.","[[26, 39, 'Behavioural Stereotypes']]",augmented
"and provide for someone to aggressively work to grow and recruit new farmers, while ensuring that existing members have the necessary working experience using our service.","[[27, 40, 'Behavioural Stereotypes']]",augmented
"We're looking for someone to aggressively recruit to identify and recruit new farmers, while ensuring that all members have the most possible experience using our service.","[[29, 42, 'Behavioural Stereotypes']]",augmented
the Sales team will work closely with the company’s management team to aggressively seek new business opportunities in an assigned area.,"[[71, 84, 'Behavioural Stereotypes']]",augmented
a Sales manager will work closely with the company’s management team to aggressively seek new growth partners in an assigned area.,"[[72, 85, 'Behavioural Stereotypes']]",augmented
each business Representative will work directly with the business representative team to aggressively seek new growth opportunities in an assigned area.,"[[89, 102, 'Behavioural Stereotypes']]",augmented
"develop people-relations skills to provide services that are non-judgmental, supportive and comfortable for all participants.","[[77, 88, 'Behavioural Stereotypes']]",augmented
Effective education seeks to offer services that are more supportive and comfortable for program participants.,"[[58, 69, 'Behavioural Stereotypes']]",augmented
"positive people-relations aim to provide relationships that are non-judgmental, supportive and comfortable for program participants.","[[80, 91, 'Behavioural Stereotypes']]",augmented
"we are seeking a young person who enjoys a job is excited about additive manufacturing and loves working with their hands in a supportive, team-centric environment.","[[127, 137, 'Behavioural Stereotypes']]",augmented
"We are seeking a young person who loves a job is excited about additive manufacturing and loves working with their hands in a supportive, safe environment.","[[126, 136, 'Behavioural Stereotypes']]",augmented
